LivingArea,LotArea,GarageArea,UnfinBsmtSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,TotalRooms,OverallQual,OverallCond,BsmtQual,YearBuilt,YearRemod,Neighborhood,SalePrice
1629,10655,880,1603,3206,1629,0,7,8,5,Gd,2003,2004,NridgHt,284000
1358,8198,484,638,1358,1358,0,6,7,5,Gd,2004,2004,NridgHt,207000
1638,9042,472,115,943,943,695,7,6,5,Gd,1998,1998,Gilbert,192000
1786,164660,529,103,1499,1619,167,7,5,6,TA,1965,1965,Timber,228950
1922,14157,676,673,1922,1922,0,8,9,5,Ex,2005,2006,StoneBr,377426
1536,9135,532,726,1536,1536,0,7,7,5,Gd,2002,2003,CollgCr,214000
1621,14145,440,995,1208,1621,0,8,7,7,Gd,1984,1998,NWAmes,202500
1215,12400,297,630,1215,1215,0,6,6,7,TA,1958,1998,NAmes,155000
1908,14191,431,967,967,993,915,9,8,5,Gd,2002,2002,Timber,202900
841,8400,294,721,721,841,0,4,4,4,TA,1950,1950,SawyerW,82000
1040,8544,400,0,0,1040,0,6,3,4,,1949,1950,NAmes,87500
1684,8849,564,1656,1684,1684,0,6,9,5,Ex,2005,2005,NridgHt,266000
1112,2592,336,175,536,536,576,4,5,3,Gd,1976,1976,MeadowV,85000
1577,6435,312,972,972,972,605,6,6,5,TA,1939,1950,BrkSide,140200
958,12772,301,460,958,958,0,5,6,8,TA,1960,1998,NAmes,151500
1478,17600,498,208,1478,1478,0,6,6,5,TA,1960,1960,NAmes,157500
1626,2448,474,191,764,764,862,6,7,5,Gd,2003,2004,NridgHt,154000
2728,20431,706,438,1848,1848,880,10,9,5,Ex,2005,2006,NridgHt,437154
1869,7820,617,1869,1869,1869,0,6,9,5,Ex,2007,2007,NridgHt,318061
1453,5271,445,371,1453,1453,0,6,7,5,Gd,1986,1986,ClearCr,190000
1111,9084,200,0,616,616,495,5,5,6,TA,1941,1950,Edwards,95000
720,8520,484,624,624,720,0,5,6,8,TA,1928,2003,OldTown,105900
1595,8400,240,552,940,1192,403,6,6,5,TA,1940,2000,SWISU,140000
1200,11249,521,322,1200,1200,0,6,6,5,Gd,1995,1995,CollgCr,177500
1167,9248,400,598,1158,1167,0,6,6,6,Gd,1992,1992,Gilbert,173000
1142,4224,528,268,1142,1142,0,6,5,5,Gd,1976,1976,MeadowV,134000
1352,6930,288,468,1062,1352,0,6,5,4,TA,1958,1958,ClearCr,130000
1924,12011,592,130,1086,1086,838,7,8,5,Gd,1998,1998,NoRidge,280000
912,7540,470,115,888,912,0,5,6,6,Gd,1978,1978,Mitchel,156000
1505,9144,240,484,883,988,517,8,5,5,TA,1940,1982,BrkSide,145000
1922,7301,672,0,0,495,1427,7,7,5,,2003,2003,Edwards,198500
987,1680,264,321,483,483,504,5,6,8,TA,1972,2007,BrDale,118000
1574,18800,566,84,796,790,784,6,6,5,Gd,1976,1976,NWAmes,190000
1344,10690,468,216,672,672,672,6,5,7,TA,1920,1997,IDOTRR,147000
1394,9500,514,785,1394,1394,0,6,6,5,Gd,1963,1963,NAmes,159000
1431,9150,296,728,1099,1431,0,6,6,5,Gd,1962,1962,NAmes,165000
1268,7800,244,728,1268,1268,0,7,5,6,TA,1954,1954,NAmes,132000
1287,9830,576,733,1063,1287,0,7,5,7,TA,1959,2006,NAmes,162000
1664,8121,460,953,953,953,711,7,6,5,Gd,2000,2000,Gilbert,172400
1588,17120,680,0,0,1120,468,7,4,4,,1959,1959,ClearCr,134432
752,7175,264,0,744,752,0,4,6,5,Gd,1984,1984,SawyerW,125000
1319,10634,270,0,608,1319,0,5,5,6,TA,1953,1953,NAmes,123000
1928,8200,434,847,847,847,1081,8,7,5,Gd,2003,2004,CollgCr,219500
904,10020,0,333,683,904,0,4,1,1,Fa,1922,1950,Edwards,61000
914,8846,576,572,870,914,0,5,5,5,Gd,1996,1996,CollgCr,148000
2466,11143,610,1580,1580,1580,886,8,8,5,Gd,2004,2005,Somerst,340000
1856,11394,834,411,1856,1856,0,8,9,2,Ex,2010,2010,StoneBr,394432
1800,8123,463,982,982,1007,793,7,6,5,Gd,2000,2000,Gilbert,179000
1691,5000,308,808,1026,1026,665,6,5,6,TA,1924,1950,SWISU,127000
1301,7200,572,1293,1293,1301,0,5,7,5,Gd,2006,2006,Somerst,187750
1797,9245,639,939,939,939,858,8,7,5,Gd,2006,2006,CollgCr,213500
784,9000,360,784,784,784,0,5,6,3,Fa,1928,1950,SawyerW,76000
1953,53107,501,595,1580,1079,874,9,6,5,Gd,1992,1992,ClearCr,240000
1269,3182,430,1232,1256,1269,0,6,8,5,Gd,2004,2005,Blmngtn,192000
1184,8410,0,658,658,658,526,8,5,3,TA,1910,1996,Edwards,81000
1125,7200,352,410,1041,1125,0,6,6,6,TA,1976,1976,Edwards,125000
1479,9382,577,1468,1468,1479,0,6,7,5,Gd,1999,2000,CollgCr,191000
2332,12474,846,402,1682,1742,590,9,10,5,Ex,2007,2008,NridgHt,426000
1367,8405,384,229,861,961,406,7,5,8,TA,1900,1950,Edwards,119000
1961,12209,560,114,804,804,1157,7,6,5,Ex,2001,2002,Mitchel,215000
882,8339,294,0,0,882,0,5,5,7,,1959,1959,NAmes,106500
788,7446,0,522,788,788,0,4,4,5,TA,1941,1950,BrkSide,100000
1034,10134,240,735,735,735,299,5,5,6,TA,1940,1950,OldTown,109000
1144,9571,596,405,1144,1144,0,6,5,6,TA,1956,1956,Edwards,129000
894,7200,600,117,894,894,0,6,5,5,TA,1972,1972,CollgCr,123000
1812,7590,264,324,864,876,936,8,5,5,TA,1962,1962,NAmes,169500
1077,8967,338,961,961,1077,0,6,5,2,Fa,1920,1950,IDOTRR,67000
1550,8125,438,280,1092,1112,438,7,7,5,Gd,2006,2007,Somerst,241000
1288,14963,500,474,1260,1288,0,4,8,5,Gd,1996,1996,Veenker,245500
1310,8767,400,1286,1310,1310,0,6,7,5,Gd,2005,2005,CollgCr,164990
672,10200,240,672,672,672,0,4,5,8,TA,1940,1997,Sawyer,108000
2263,12090,420,1141,1141,1165,1098,10,8,5,Gd,1998,1998,NoRidge,258000
1572,10364,373,806,806,806,766,7,6,5,Gd,1995,1996,Gilbert,168000
1620,9991,490,165,1281,1620,0,8,4,4,TA,1976,1993,Sawyer,150000
1639,10480,240,1064,1064,1166,0,6,6,5,TA,1936,1950,SWISU,115000
1680,15576,308,840,840,840,840,8,6,7,Gd,1915,1976,Crawfor,177000
2172,14154,947,1063,1063,1071,1101,9,7,5,Ex,2006,2006,NridgHt,280000
2078,10800,836,245,1034,1050,1028,8,8,5,Ex,2007,2008,Somerst,339750
1276,9571,350,1276,1276,1276,0,5,5,3,TA,1958,1958,Edwards,60000
1056,34650,572,0,1056,1056,0,5,5,5,TA,1955,1955,Gilbert,145000
1478,4403,484,892,1470,1478,0,7,7,5,Ex,2009,2009,Somerst,222000
1028,8960,360,1008,1008,1028,0,5,5,6,TA,1927,1950,OldTown,115000
2097,11228,678,499,1080,1080,1017,9,7,5,Gd,1993,1993,SawyerW,228000
1340,8899,396,1316,1340,1340,0,6,7,5,Gd,2007,2007,Gilbert,181134
1400,7844,440,463,672,672,728,6,6,7,TA,1978,1978,Sawyer,149500
2624,22420,864,242,1370,1370,1254,10,6,6,Gd,1918,1950,Crawfor,239000
1134,8160,240,444,756,756,378,7,5,6,TA,1940,1950,Edwards,126000
1056,8450,304,281,1056,1056,0,6,5,6,TA,1968,1968,NAmes,142000
1344,7060,784,35,1344,1344,0,8,7,5,Gd,1997,1998,Mitchel,206300
1602,16635,529,356,1602,1602,0,8,6,7,Gd,1977,2000,NWAmes,215000
988,21750,520,988,988,988,0,4,5,5,TA,1954,1954,Mitchel,113000
2630,9200,696,484,1470,1470,1160,8,8,5,Gd,1998,1998,NoRidge,315000
1196,9000,297,580,1196,1196,0,6,6,5,Gd,1956,1956,NAmes,139000
1389,3378,240,651,651,707,682,6,7,8,TA,1946,1992,OldTown,135000
1644,12800,569,0,1518,1644,0,5,7,5,Gd,1989,1989,SawyerW,275000
907,8593,352,619,907,907,0,5,4,6,TA,1957,1957,NAmes,109008
1208,6762,628,544,1208,1208,0,6,7,5,Gd,2007,2007,CollgCr,195400
1412,11457,576,387,1392,1412,0,6,6,5,Gd,1988,1988,Timber,175000
987,1680,264,96,483,483,504,4,6,5,TA,1971,1971,BrDale,85400
1198,5586,0,901,901,1088,110,7,6,7,TA,1920,1998,OldTown,79900
1365,1920,440,294,765,765,600,6,5,5,TA,1971,1971,BrDale,122500
1604,10839,470,926,926,926,678,7,6,5,Gd,1997,1998,Gilbert,181000
630,1890,0,135,630,630,0,3,4,7,Gd,1972,1972,MeadowV,81000
1661,10667,550,70,799,827,834,6,7,6,Gd,1996,1996,CollgCr,212000
1118,4400,440,648,648,734,384,6,6,8,Fa,1920,1950,OldTown,116000
904,6000,180,884,884,904,0,4,6,7,TA,1926,2004,BrkSide,119000
694,4280,352,75,440,694,0,4,5,6,TA,1913,2002,Crawfor,90350
1196,12354,528,684,684,684,512,7,6,8,TA,1920,2000,Edwards,110000
2402,15431,672,788,3094,2402,0,10,10,5,Ex,2008,2008,NridgHt,555000
1440,12108,0,1307,1440,1440,0,8,4,4,TA,1955,1955,Edwards,118000
1573,6240,360,1078,1078,1128,445,8,5,7,TA,1930,1992,BrkSide,162900
1258,3922,648,1258,1258,1258,0,6,7,5,Ex,2006,2007,Blmngtn,172500
1908,8750,493,273,915,933,975,8,7,5,Gd,1994,1995,CollgCr,210000
1689,9855,480,1436,1436,1689,0,7,6,5,TA,1956,1956,Edwards,127500
1888,16492,578,557,1517,1888,0,6,6,6,TA,1966,2002,NAmes,190000
1886,11214,431,930,930,956,930,10,7,5,Gd,1998,1999,Gilbert,199900
1376,8600,198,780,780,780,596,7,6,6,TA,1937,1950,IDOTRR,119500
1183,6000,308,318,649,679,504,6,3,7,TA,1948,2002,OldTown,120000
813,5684,270,813,813,813,0,5,6,8,TA,1930,2005,OldTown,110000
1533,70761,576,878,1533,1533,0,5,7,5,Gd,1975,1975,ClearCr,280000
1756,9303,422,130,872,888,868,7,6,5,Ex,1996,1997,Timber,204000
1590,9000,676,768,768,786,804,6,8,5,Gd,2008,2008,Somerst,210000
1728,9297,560,122,1728,1728,0,8,5,5,TA,1976,1976,Mitchel,188000
1242,9600,528,326,1242,1242,0,6,7,6,TA,1973,1973,NWAmes,175500
1344,4571,513,624,624,624,720,7,5,5,TA,1916,1950,OldTown,98000
1663,53227,529,248,1364,1663,0,6,4,6,Gd,1954,1994,ClearCr,256000
1666,5100,228,588,588,833,833,7,8,7,TA,1925,1996,OldTown,161000
1203,7015,352,524,709,979,224,5,5,4,TA,1950,1950,BrkSide,110000
1935,8004,552,288,832,832,1103,8,8,5,Gd,2009,2009,Somerst,263435
1135,7200,576,0,560,575,560,6,7,9,Gd,1936,2007,SWISU,155000
864,8281,360,0,864,864,0,5,5,5,TA,1965,1965,Sawyer,62383
1660,11988,240,389,715,849,811,6,6,7,TA,1934,1995,Crawfor,188700
1040,8430,0,424,1040,1040,0,5,5,5,Gd,1978,1978,CollgCr,124000
1414,3072,398,1375,1375,1414,0,6,7,5,Gd,2004,2004,Blmngtn,178740
1277,10628,526,499,1277,1277,0,5,7,5,TA,1970,1970,NAmes,167000
1644,9480,312,342,728,888,756,7,5,7,TA,1942,1995,NAmes,146500
1634,11428,866,1626,1626,1634,0,7,8,5,Gd,2006,2006,NridgHt,250000
1710,9291,506,406,832,832,878,7,6,5,Gd,1993,1993,SawyerW,187000
1502,6820,528,0,1488,1502,0,4,8,5,Gd,1985,1985,StoneBr,212000
1969,11952,534,808,808,1161,808,8,7,6,Gd,1977,1977,NWAmes,190000
1072,3675,525,88,547,1072,0,5,6,5,Gd,2005,2005,Edwards,148000
1976,14977,908,626,1976,1976,0,7,8,5,Ex,2006,2007,NridgHt,440000
1652,5330,499,298,1494,1652,0,6,8,5,Gd,2000,2000,StoneBr,251000
970,8480,624,340,970,970,0,5,5,6,TA,1963,1963,Sawyer,132500
1493,13125,508,484,1478,1493,0,7,6,5,Gd,1997,1998,CollgCr,208900
2643,13693,694,2153,2153,2069,574,9,9,5,Gd,2006,2006,NridgHt,380000
1718,10637,826,417,1705,1718,0,7,8,5,Ex,2007,2008,CollgCr,297000
1131,5925,672,739,907,1131,0,7,4,7,Fa,1937,2000,OldTown,89471
1850,16033,772,572,1833,1850,0,8,9,5,Ex,2004,2005,NridgHt,326000
1792,11846,874,225,1792,1792,0,6,9,5,Ex,2003,2004,NridgHt,374000
1826,2500,164,611,910,916,910,7,7,8,TA,1915,2005,OldTown,155000
1216,4500,402,319,1216,1216,0,5,6,5,Ex,1998,1998,Mitchel,164000
999,7758,264,411,999,999,0,6,5,7,TA,1962,2001,Sawyer,132500
1113,9600,264,506,1113,1113,0,5,5,7,TA,1950,2007,NAmes,147000
1073,10289,515,237,1073,1073,0,6,5,7,TA,1965,1965,NAmes,156000
1484,12243,487,486,1484,1484,0,7,5,6,Gd,1971,1971,NWAmes,175000
2414,10800,520,290,954,1766,648,10,5,4,TA,1900,1970,OldTown,160000
630,1526,286,115,630,630,0,3,4,8,Gd,1970,2002,MeadowV,86000
1304,2665,336,264,264,616,688,4,5,6,Gd,1976,1976,MeadowV,115000
1578,9490,240,238,806,958,620,5,6,7,TA,1941,1950,NAmes,133000
1456,15578,429,728,728,728,728,8,6,5,Gd,2006,2006,Gilbert,172785
1269,7931,308,363,1269,1269,0,6,5,6,TA,1960,1960,NAmes,155000
886,5784,273,190,190,886,0,4,5,8,Fa,1938,1996,OldTown,91300
720,7879,0,225,720,720,0,4,4,5,TA,1920,1950,IDOTRR,34900
3228,12692,546,1969,3200,3228,0,10,8,5,Gd,1992,1993,NoRidge,430000
1820,9120,240,697,1026,1133,687,8,7,6,TA,1925,1950,BrkSide,184000
899,7800,288,414,864,899,0,5,5,7,TA,1967,2004,Sawyer,130000
912,7535,297,522,912,912,0,5,5,7,TA,1958,1985,NAmes,120000
1218,1890,264,316,672,672,546,7,6,5,TA,1973,1973,BrDale,113000
1768,9803,603,466,866,866,902,7,7,5,Gd,2005,2005,Somerst,226700
1214,9170,461,420,1214,1214,0,6,5,7,TA,1965,1965,Edwards,140000
1801,15602,484,254,1501,1801,0,6,7,8,TA,1959,1997,Crawfor,289000
1322,2308,440,103,855,855,467,6,6,5,TA,1974,1974,NPkVill,147000
1960,7596,400,960,960,960,1000,10,5,5,TA,1952,1952,OldTown,124500
1911,9554,471,397,777,1065,846,8,8,5,Gd,1993,1994,SawyerW,215000
1218,7862,676,1191,1218,1218,0,4,6,5,Gd,2009,2009,Somerst,208300
1378,9600,360,548,689,689,689,7,7,9,TA,1928,2005,OldTown,161000
1041,9600,270,50,1041,1041,0,6,5,6,TA,1959,1959,NAmes,124500
1363,14559,288,178,1008,1363,0,6,5,7,TA,1951,2000,NAmes,164900
1368,6792,474,1368,1368,1368,0,6,7,5,Gd,2005,2006,NridgHt,202665
864,9100,624,169,864,864,0,5,5,5,TA,1958,1958,NAmes,129900
1080,9187,484,748,1084,1080,0,5,6,5,TA,1983,1983,Mitchel,134000
789,10594,200,768,768,789,0,5,5,5,TA,1926,1950,Crawfor,96500
2020,12220,900,570,2006,2020,0,9,10,5,Ex,2009,2009,NridgHt,402861
2119,10448,583,689,689,1378,741,7,6,6,TA,1972,1972,NWAmes,158000
2344,10208,889,1264,1264,1277,1067,7,7,5,Gd,1996,1997,NoRidge,265000
1796,9531,546,88,794,882,914,7,6,5,Gd,1998,1998,CollgCr,211000
2080,10918,282,1276,1276,1276,804,9,7,9,Gd,1926,2004,Crawfor,234000
1294,10800,0,0,0,694,600,7,4,7,,1900,2000,OldTown,106250
1244,11988,336,467,1244,1244,0,6,6,6,TA,1957,1957,NAmes,150000
1664,5000,420,605,1004,1004,660,7,6,7,TA,1947,1950,BrkSide,159000
4676,40094,884,878,3138,3138,1538,11,10,5,Ex,2007,2008,Edwards,184750
2398,11787,834,660,1379,1383,1015,8,7,5,Gd,1996,1997,NoRidge,315750
1266,7500,453,1257,1257,1266,0,6,7,5,Gd,2005,2005,Somerst,176000
928,13300,252,551,928,928,0,4,5,7,Gd,1956,2000,NAmes,132000
2713,14948,858,122,1452,1476,1237,11,9,5,Ex,2008,2008,NridgHt,446261
605,9098,0,180,528,605,0,5,4,7,TA,1920,2002,Edwards,86000
2515,32668,484,816,2035,2515,0,9,6,3,TA,1957,1975,Crawfor,200624
1509,10200,600,678,1461,1509,0,5,6,5,Gd,1988,1989,Timber,175000
1362,6155,502,611,611,751,611,6,6,8,Fa,1920,1999,BrkSide,128000
827,7200,392,0,0,827,0,5,5,7,,1955,2007,NAmes,107500
334,5000,0,0,0,334,0,2,1,3,,1946,1950,BrkSide,39300
1414,9056,403,707,707,707,707,6,8,5,Ex,2004,2004,Gilbert,178000
1347,7000,0,148,1117,820,527,5,5,7,Gd,1910,1991,Edwards,107500
1724,8924,527,880,880,880,844,8,7,5,Gd,1998,1999,CollgCr,188000
864,12735,576,264,864,864,0,5,4,5,TA,1972,1972,NAmes,111250
1159,11553,336,378,1051,1159,0,7,5,5,TA,1968,1968,Sawyer,158000
1601,11423,670,223,1581,1601,0,6,8,5,Gd,2001,2002,CollgCr,272000
1838,14601,765,578,1838,1838,0,8,9,5,Ex,2006,2006,Timber,315000
2285,11000,648,969,969,997,1288,8,8,5,Gd,2000,2000,NoRidge,248000
1680,10140,583,379,1650,1680,0,7,7,5,Ex,1998,1999,NWAmes,213250
767,4058,367,0,723,767,0,4,7,5,Gd,1998,1998,NAmes,133000
1496,17104,426,100,654,664,832,7,7,5,Gd,2006,2006,Gilbert,179665
2183,13837,786,0,1204,1377,806,9,7,5,Gd,1988,1988,NWAmes,229000
1635,8737,440,765,1065,915,720,6,6,7,Gd,1923,1950,BrkSide,210000
768,7244,624,149,768,768,0,5,5,7,Gd,1970,1970,Mitchel,129500
825,8235,720,0,825,825,0,4,5,7,TA,1955,1995,OldTown,125000
2094,9375,615,912,912,912,1182,8,7,5,Gd,2003,2004,Somerst,263000
1069,4043,440,510,1069,1069,0,4,6,6,Gd,1977,1977,NPkVill,140000
928,6000,288,620,928,928,0,5,5,6,TA,1957,1957,OldTown,112500
1717,11146,908,1709,1709,1717,0,7,8,5,Ex,2006,2006,NridgHt,255500
1126,8777,520,0,0,1126,0,5,4,5,,1949,2003,Edwards,108000
2046,10625,871,132,998,1006,1040,8,7,5,Gd,2003,2004,NridgHt,284000
1048,6380,280,993,993,1048,0,5,5,6,TA,1922,1950,BrkSide,113000
1092,14850,299,197,1092,1092,0,6,5,5,TA,1957,1957,NAmes,141000
1336,11040,570,0,637,897,439,7,4,6,TA,1920,1950,IDOTRR,108000
1446,21872,406,125,729,729,717,6,7,5,Gd,1996,1997,Gilbert,175000
1557,3196,420,1374,1374,1557,0,7,7,5,Gd,2003,2004,Blmngtn,234000
1392,11341,528,90,1392,1392,0,5,5,6,Gd,1957,1996,Sawyer,121500
1389,10010,418,195,1389,1389,0,6,5,5,Gd,1974,1975,Mitchel,170000
996,13907,0,706,996,996,0,6,5,6,TA,1940,1969,Edwards,108000
1674,21780,396,1163,1163,1163,511,8,6,7,Gd,1918,1950,Edwards,185000
2295,13346,590,367,1095,1166,1129,9,7,5,Gd,1992,2000,NoRidge,268000
1647,6858,216,806,806,841,806,6,6,4,Gd,1915,1950,SWISU,128000
2504,11198,656,1122,1122,1134,1370,11,9,5,Gd,2005,2007,StoneBr,325000
1535,10171,532,1515,1517,1535,0,7,7,5,Gd,2004,2004,NridgHt,214000
2132,12327,612,55,1496,1496,636,5,8,8,Gd,1983,2009,SawyerW,316600
943,7032,600,0,943,943,0,4,5,5,Gd,1979,1979,NAmes,135960
1728,13101,576,1497,1728,1728,0,10,5,5,TA,1965,1965,NAmes,142600
864,7332,288,450,864,864,0,4,6,6,TA,1959,1959,NAmes,120000
1692,13159,650,846,846,846,846,6,7,5,Ex,2009,2009,Timber,224500
1430,9967,400,384,384,774,656,8,7,5,Gd,2000,2000,Gilbert,170000
1109,10500,288,23,372,576,533,5,5,7,TA,1971,2005,NAmes,139000
1216,8480,336,390,832,832,384,6,5,5,TA,1947,1950,NAmes,118500
1477,6292,216,861,861,877,600,6,7,7,TA,1928,1950,SWISU,145000
1320,11777,564,285,1164,1320,0,6,5,6,TA,1966,1966,Sawyer,164500
1392,3604,540,689,689,703,689,5,7,5,Gd,2007,2007,Somerst,146000
1795,12150,352,1050,1050,1050,745,7,5,5,TA,1954,1954,OldTown,131500
1429,14585,572,331,1144,1429,0,7,6,6,TA,1960,1987,NAmes,181900
2042,12704,1390,2042,2042,2042,0,8,8,5,Ex,2008,2009,NridgHt,253293
816,11841,0,0,816,816,0,5,6,5,Gd,1990,1990,Edwards,118500
2775,13500,880,1237,1237,1521,1254,9,10,9,TA,1893,2000,OldTown,325000
1573,6120,240,884,884,989,584,6,4,7,TA,1935,1995,BrkSide,133000
2028,11443,880,408,1868,2028,0,7,8,5,Ex,2005,2006,Timber,369900
838,10267,275,0,816,838,0,5,6,7,TA,1918,2000,BrkSide,130000
860,8740,528,168,840,860,0,4,5,6,TA,1982,1982,Sawyer,137000
1473,25095,452,113,1437,1473,0,5,5,8,TA,1968,2003,ClearCr,143000
935,9100,308,742,742,779,0,4,5,6,TA,1930,1960,BrkSide,79500
1582,8320,520,280,770,770,812,6,7,5,Gd,2004,2004,CollgCr,185900
2296,13478,842,384,1722,1728,568,10,10,5,Ex,2008,2008,NridgHt,451950
816,6600,816,0,816,816,0,4,5,8,TA,1982,2003,Mitchel,138000
848,4435,420,163,848,848,0,4,6,5,Gd,2003,2003,CollgCr,140000
924,7990,280,924,924,924,0,5,5,6,Gd,1975,1975,CollgCr,110000
1826,11302,758,392,1814,1826,0,7,8,5,Gd,2005,2006,StoneBr,319000
1368,3600,216,684,684,684,684,7,6,7,TA,1910,1993,OldTown,114504
1402,3922,648,1258,1258,1402,0,7,7,5,Ex,2006,2007,Blmngtn,194201
1647,12984,621,0,1430,1647,0,7,5,6,Gd,1977,1977,Crawfor,217500
1556,1950,452,23,716,716,840,6,6,6,Gd,1980,1980,Blueste,151000
1904,10927,736,512,1058,1058,846,8,8,5,Gd,2005,2005,NridgHt,275000
1375,9000,544,780,780,780,595,6,6,6,TA,1937,1950,IDOTRR,141000
1915,10041,506,119,908,927,988,8,8,5,Gd,1992,1992,SawyerW,220000
1200,3182,480,600,600,600,600,4,7,5,Gd,2004,2005,Somerst,151000
1494,12803,530,572,1494,1494,0,6,7,5,Gd,2002,2002,CollgCr,221000
1986,13600,486,314,768,1186,800,7,7,6,TA,1965,1990,NAmes,205000
1040,12464,576,308,1040,1040,0,6,5,5,Gd,1996,1996,CollgCr,152000
2008,7800,230,293,896,1112,896,8,5,8,TA,1948,2002,Edwards,225000
3194,12168,380,537,965,1940,1254,10,8,6,Gd,1934,1998,Crawfor,359100
1029,7943,261,126,1029,1029,0,5,4,5,TA,1961,1961,Sawyer,118500
2153,11050,736,536,1440,1476,677,8,9,5,Ex,2000,2000,CollgCr,313000
1032,10395,564,427,1032,1032,0,6,6,6,Gd,1978,1978,NWAmes,148000
1872,11885,531,309,1299,1299,573,7,8,5,Gd,2001,2001,CollgCr,261500
1120,8402,0,914,1120,1120,0,6,5,5,Gd,2007,2007,Mitchel,147000
630,1491,0,0,630,630,0,3,4,6,Gd,1972,1972,MeadowV,75500
1054,8800,480,173,936,1054,0,6,6,7,TA,1963,1963,NAmes,137500
1509,7861,393,326,783,807,702,7,6,5,Gd,2002,2003,Gilbert,183200
832,7227,528,832,832,832,0,4,6,6,TA,1954,1954,NAmes,105500
1828,11694,774,1774,1822,1828,0,9,9,5,Ex,2007,2007,NridgHt,314813
2262,12244,749,611,1482,1482,780,10,8,5,Gd,2003,2003,Timber,305000
864,8248,0,823,864,864,0,5,3,3,TA,1914,1950,Edwards,67000
2614,10800,624,384,1522,1548,1066,9,6,7,TA,1974,1997,NWAmes,240000
980,7064,484,420,980,980,0,6,5,6,TA,1977,1977,Sawyer,135000
1512,2117,440,336,756,756,756,4,6,5,Gd,2000,2000,Somerst,168500
1790,10400,484,485,732,1012,778,8,6,5,TA,1972,1972,NWAmes,165150
1116,10000,440,1116,1116,1116,0,5,6,6,TA,1962,1962,NAmes,160000
1422,12342,286,978,978,1422,0,6,5,5,TA,1960,1978,NAmes,139900
1520,9600,364,350,1156,1520,0,7,6,6,TA,1955,1972,NAmes,153000
2080,11606,504,390,1040,1040,1040,9,5,5,Gd,1969,1969,NAmes,135000
1350,9020,520,288,1248,1350,0,6,6,5,TA,1964,1964,NAmes,168500
1750,9000,240,636,636,1089,661,8,5,6,Fa,1880,1991,OldTown,124000
1554,4590,627,1530,1554,1554,0,6,8,5,Gd,2006,2006,NridgHt,209500
1411,11900,544,564,1386,1411,0,6,7,5,TA,1977,1977,NWAmes,82500
1056,9250,260,108,1056,1056,0,6,5,7,TA,1954,2005,NAmes,139400
1056,6979,576,0,1056,1056,0,4,6,5,TA,1980,1980,OldTown,144000
3395,10896,0,1184,1440,1440,1440,14,6,7,TA,1914,1995,SWISU,200000
800,6120,0,264,264,800,0,4,2,3,TA,1936,1950,BrkSide,60000
1387,6000,256,811,811,811,576,7,5,4,TA,1954,1954,OldTown,93000
796,8777,0,796,796,796,0,4,5,7,Fa,1910,1950,Edwards,85000
1567,3982,648,366,1520,1567,0,7,8,5,Gd,2006,2006,Blmngtn,264561
1518,12677,588,300,1518,1518,0,6,8,5,Ex,2003,2004,NridgHt,274000
1929,7050,650,319,1057,1057,872,7,7,5,Gd,2001,2001,Somerst,226000
2704,13860,538,542,1952,2000,704,9,8,7,Gd,1972,1995,NAmes,345000
1620,10793,462,0,780,780,840,7,5,5,TA,1969,1969,NWAmes,152000
1766,9187,478,645,1766,1766,0,7,9,5,Ex,2009,2009,Somerst,370878
981,10530,576,664,981,981,0,5,6,5,TA,1971,1971,NAmes,143250
1048,7200,420,0,0,1048,0,7,5,5,,1950,1950,NAmes,98300
1094,10452,495,594,1094,1094,0,5,6,5,TA,1953,1953,Edwards,155000
1839,7700,442,756,756,1051,788,7,6,5,TA,1966,1966,NAmes,155000
630,1936,0,0,630,630,0,3,4,6,Gd,1970,1970,MeadowV,84500
1665,8125,562,813,813,822,843,7,7,6,Gd,2007,2007,Somerst,205950
1510,9084,296,755,755,755,755,7,4,5,TA,1940,1950,Edwards,108000
1716,8750,512,880,880,909,807,7,7,5,Gd,1996,1996,CollgCr,191000
1469,10320,216,756,756,756,713,7,6,7,TA,1906,1995,IDOTRR,135000
2113,10437,839,413,2109,2113,0,7,8,6,Gd,1995,1995,NoRidge,350000
1092,1680,264,525,525,525,567,6,6,5,TA,1971,1971,BrDale,88000
1053,10007,312,247,1053,1053,0,5,5,7,TA,1959,2006,NAmes,145500
1502,7200,270,776,776,851,651,6,7,6,Gd,1931,2000,Crawfor,149000
1458,17503,330,912,912,912,546,6,6,5,TA,1948,1950,NAmes,97500
1486,9937,480,849,1486,1486,0,7,5,7,TA,1964,1999,Edwards,167000
1935,12384,550,793,793,1142,793,7,7,7,Gd,1976,1976,NWAmes,197900
2448,46589,711,88,1629,1686,762,8,8,7,Gd,1994,2005,NoRidge,402000
1392,13560,576,1392,1392,1392,0,5,6,3,Fa,1968,1968,NAmes,110000
1181,10012,588,38,1138,1181,0,6,4,5,Gd,1972,1972,Edwards,137500
2097,20896,1134,356,2077,2097,0,8,8,5,Ex,2005,2006,Somerst,423000
1936,11194,504,1406,1406,1454,482,7,8,5,Gd,2000,2000,Gilbert,230500
2380,18450,596,111,1021,1465,915,7,6,5,Gd,1965,1979,NAmes,129000
1679,8125,575,270,1408,1679,0,7,6,5,Gd,1994,1998,SawyerW,193500
1437,14175,576,200,1188,1437,0,6,5,6,TA,1956,1987,Sawyer,168000
